aaa	工
wdw	段
wdx	全面贯彻
wdy	伏
wea	体力劳动
web	俘
wec	倍受欢迎
wed	使用寿命
wee	倗
wef	䏌
weg	仴
weh	佣
wei	优胜劣汰
wej	公用电话
wek	伽
wel	 
wem	偁
wen	全力以赴
weo	 
wep	信用社
weq	倪
wer	㐱
wes	使用权
wet	仂
weu	倍受尊敬
wev	俀
wew	使用价值
wex	使用费
wey	使用方法
wfa	偾
wfb	促进了
wfc	会
wfd	儒
wfe	舒服
wff	佳
wfg	仁
wfh	什
wfi	祭
wfj	仐
wfk	舍
wfl	传输
wfm	会见
wfn	传
wfo	伟业
wfp	领土完整
wfq	传销
wfr	传播
wfs	传真机
wft	佬
wfu	传送
wfv	佞
wfw	促进作用
wfx	传统
wfy	付
wga	使其
wgb	体现了
wgc	倒
wgd	癸
wge	傅
wgf	全
wgg	伍
wgh	今天上午
wgi	剑
wgj	便
wgk	合
wgl	僵
wgm	俩
wgn	兮
wgo	俨
wgp	使之
wgq	例
wgr	全年
wgs	余
wgt	使得
wgu	侠
wgv	例如
wgw	合作
wgx	全线
wgy	全市
wha	今非昔比
whb	个子
whc	佊
whd	凪
whe	 
whf	企
whg	佧
whh	企盼
whi	修水
whj	个
whk	个别
whl	企图
whm	侦
whn	候
who	企业
whp	侦察
whq	悠久
whr	悠扬
whs	侦查
wht	修
whu	修养
whv	修建
whw	俱
whx	修缮
why	仆
wia	倘若
wib	依法取缔
wic	化学能
wid	偿还
wie	俏
wif	化学武器
wig	低水平
wih	人海战术
wii	依法治国
wij	含水量
wik	 
wil	贪污罪
wim	倘
win	合法性
wio	合法席位
wip	偿
wiq	 
wir	化学反应
wis	合法权益
wit	依法行政
wiu	氽
wiv	依法逮捕
wiw	愈演愈烈
wix	合法经营
wiy	仦
wja	风景区
wjb	伸出
wjc	㑠
wjd	但愿
wje	 
wjf	俚
wjg	但
wjh	伸
wji	假日消费
wjj	介
wjk	㖋
wjl	僈
wjm	偶
wjn	倡导
wjo	偶数
wjp	 
wjq	偈
wjr	介质
wjs	倮
wjt	介入
wju	介意
wjv	 
wjw	假冒伪劣
wjx	介绍
wjy	倡议
wka	食品工业
wkb	保障
wkc	堡垒
wkd	保存
wke	集中力量
wkf	㕣
wkg	㐰
wkh	促
wki	保温
wkj	分别是
wkk	侣
wkl	合唱团
wkm	从中央到地方
wkn	个别情况
wko	集中精力
wkp	保密
wkq	保留
wkr	保护
wks	保
wkt	保管
wku	保养
wkv	公路建设
wkw	保健
wkx	分别比
wky	保证
wla	俄罗斯
wlb	 
wlc	人困马乏
wld	欲罢不能
wle	贫困县
wlf	贫困地区
wlg	佃
wlh	伡
wli	 
wlj	 
wlk	 
wll	儡
wlm	 
wln	全国性
wlo	集思广益
wlp	集团军
wlq	㑩
wlr	传输控制协议
wls	 
wlt	全国各地
wlu	全国总工会
wlv	全国妇联
wlw	集团公司
wlx	全国纪录
wly	贫困户
wma	＠
wmb	№
wmc	坐山观虎斗
wmd	⒈
wme	催办
wmf	倜
wmg	侗
wmh	仙
wmi	仙游
wmj	侧
wmk	「
wml	〇
wmm	 
wmn	合同书
wmo	 
wmp	他山之石
wmq	⒎
wmr	合同制
wms	◇
wmt	侧重
wmu	 
wmv	仙女
wmw	催
wmx	 
wmy	○
wna	假药
wnb	倔
wnc	侯马
wnd	倨
wne	追加
wnf	亿元
wng	伺
wnh	假
wni	领导小组
wnj	人民日报
wnk	僻
wnl	追回
wnm	领导同志
wnn	亿
wno	阜康
wnp	追究
wnq	人民银行
wnr	人民的
wns	人民检察院
wnt	侯
wnu	偋
wnv	亾
wnw	领导人
wnx	伲
wny	似
woa	含糊其词
wob	企业承包
woc	 
wod	健康成长
woe	 
wof	创业者
wog	停业整顿
woh	俯瞰
woi	㶡
woj	供应量
wok	企业员工
wol	企业界
wom	伙同
won	健康发展
woo	倓
wop	企业家
woq	僯
wor	人类的
wos	 
wot	企业管理
wou	健康状况
wov	偻
wow	俯
wox	分数线
woy	伙
wpa	贫穷落后
wpb	从实际出发
wpc	保密观念
wpd	公安厅
wpe	侬
wpf	公安干警
wpg	伫
wph	倌
wpi	保守党
wpj	 
wpk	侦察员
wpl	保守思想
wpm	八宝山
wpn	公安局
wpo	 
wpp	会客室
wpq	倇
wpr	傧
wps	公安机关
wpt	候补委员
wpu	公安部
wpv	侒
wpw	倥
wpx	佗
wpy	保定市
wqa	低
wqb	仰
wqc	低能
wqd	儋
wqe	 
wqf	釡
wqg	低于
wqh	低频
wqi	你
wqj	仍然是
wqk	像
wql	 
wqm	偩
wqn	低层
wqo	低廉
wqp	供销社
wqq	侈
wqr	偬
wqs	，
wqt	华尔街
wqu	低产
wqv	你好
wqw	你们
wqx	低级
wqy	㐴
wra	便携式
wrb	爷
wrc	爸
wrd	伊拉克
wre	飕
wrf	釜
wrg	伯
wrh	伒
wri	风
wrj	风景
wrk	风味
wrl	保护国
wrm	众所周知
wrn	体制改革
wro	飚
wrp	风寒
wrq	爹
wrr	斧
wrs	风格
wrt	俾
wru	父
wrv	传播媒体
wrw	佚
wrx	父母
wry	风扇
wsa	佳木斯
wsb	命根子
wsc	体验
wsd	何在
wse	体力
wsf	体坛
wsg	体
wsh	仃
wsi	凩
wsj	剁
wsk	何
wsl	人机界面
wsm	体内
wsn	何以
wso	僳
wsp	分析家
wsq	鸺
wsr	体制
wss	傈
wst	体系
wsu	朵
wsv	偠
wsw	体会
wsx	分配比例
wsy	休
wta	伥
wtb	作出
wtc	仫
wtd	侨
wte	伤
wtf	任
wtg	件
wth	作
wti	作法
wtj	俐
wtk	作品
wtl	傻
wtm	信息网络
wtn	几
wto	作业
wtp	作家
wtq	公积金
wtr	俄
wts	什么样
wtt	￥
wtu	佟
wtv	倭
wtw	任何
wtx	侮
wty	八
wua	全部工作
wub	伴随
wuc	领奖台
wud	倦
wue	倍受
wuf	伞
wug	位
wuh	 
wui	公关小姐
wuj	僮
wuk	倍
wul	僧
wum	全部财产
wun	们
wuo	创新精神
wup	 
wuq	公益金
wur	健美操
wus	坐冷板凳
wut	集装箱
wuu	仒
wuv	休闲娱乐
wuw	合资企业
wux	合资经营
wuy	分辨率
wva	分散
wvb	分子
wvc	众怒难犯
wvd	颁
wve	佷
wvf	坌
wvg	健
wvh	分歧
wvi	分流
wvj	分量
wvk	分别
wvl	盆
wvm	贫
wvn	仇
wvo	健康
wvp	侵
wvq	分钟
wvr	分
wvs	分析
wvt	伊
wvu	颁奖
wvv	伊始
wvw	健全
wvx	分组
wvy	仞
wwa	人工
wwb	耸
wwc	人参
wwd	从而
wwe	俎
wwf	坐
wwg	丛
wwh	从此
wwi	从小
wwj	价
wwk	谷
wwl	任何国家
wwm	个人财产
wwn	仉
wwo	人类
wwp	份额
wwq	众多
wwr	他们的
wws	价格
wwt	人生
wwu	仌
wwv	份
www	众
wwx	伦
wwy	从
wxa	化工
wxb	仑
wxc	化验
wxd	倾
wxe	化肥
wxf	华
wxg	僶
wxh	伄
wxi	化学
wxj	佛
wxk	华中
wxl	货车
wxm	货
wxn	化
wxo	华灯
wxp	华安
wxq	化解
wxr	几经反复
wxs	货柜
wxt	货币
wxu	华北
wxv	创纪录
wxw	华人
wxx	偕
wxy	㑄
wya	仪式
wyb	隽
wyc	令
wyd	А
wye	依
wyf	储
wyg	信
wyh	停止
wyi	凡
wyj	侪
wyk	停
wyl	集团
wym	集邮
wyn	今
wyo	焦
wyp	住家
wyq	依然
wyr	仪
wys	集
wyt	仿
wyu	傍
wyv	食
wyw	佼
wyx	集约
wyy	伩
xaa	练功
xab	经营承包
xac	 
xad	绒
xae	红肿
xaf	绀
xag	红
xah	弫
xai	经营活动
xaj	红星
xak	缂
xal	经营思想
xam	彉
xan	练
xao	红火
xap	红军
xaq	红色
xar	练兵
xas	经营机制
xat	绕
xau	经营单位
xav	红娘
xaw	经营企业
xax	毕恭毕敬
xay	红旗
xba	 
xbb	䌰
xbc	緅
xbd	 
xbe	 
xbf	♂
xbg	弭
xbh	鄳
xbi	 
xbj	 
xbk	级别
xbl	 
xbm	绌
xbn	弛
xbo	 
xbp	 
xbq	 
xbr	 
xbs	继承权
xbt	继承和发扬
xbu	级差
xbv	 
xbw	继承人
xbx	维也纳
xby	级
xca	经
xcb	 
xcc	缀
xcd	经历
xce	经受
xcf	经过
xcg	绎
xch	 
xci	经济
xcj	䥒
xck	绐
xcl	 
xcm	经典
xcn	弝
xco	绝对数
xcp	经验之谈
xcq	经贸
xcr	弘扬
xcs	 
xct	经委
xcu	疑难问题
xcv	疑难杂症
xcw	绝对优势
xcx	经费
xcy	弘
xda	 
xdb	经历了
xdc	绂
xdd	毋
xde	强有力
xdf	绔
xdg	缄
xdh	比不上
xdi	强硬派
xdj	弼
xdk	比历史最高水平
xdl	 
xdm	顷
xdn	缅怀
xdo	 
xdp	经研究决定
xdq	绝大多数
xdr	强大的
xds	绮
xdt	绑
xdu	缭
xdv	绝不姑息
xdw	绝不食言
xdx	缭绕
xdy	顷刻
xea	幼苗
xeb	孧
xec	 
xed	组成
xee	绷
xef	经受考验
xeg	组
xeh	缓步
xei	幼小
xej	幼虫
xek	组员
xel	组团
xem	 
xen	缓慢
xeo	 
xep	绶
xeq	缓解
xer	幼年
xes	䌽
xet	幼
xeu	组装
xev	绥
xew	组合
xex	组织
xey	 
xfa	 
xfb	引起了
xfc	纭
xfd	结成
xfe	 
xff	线索
xfg	疆
xfh	缜
xfi	结汇
xfj	结果
xfk	结
xfl	引起轰动
xfm	贯
xfn	续
xfo	结业
xfp	贯穿
xfq	鸨
xfr	编者按
xfs	结构
xft	绪
xfu	乡干部
xfv	结婚
xfw	绫
xfx	线
xfy	纣
xga	 
xgb	纯
xgc	编列预算
xgd	彑
xge	缚
xgf	弖
xgg	纯正
xgh	统一战线
xgi	纯洁
xgj	绠
xgk	统一口径
xgl	缰
xgm	绩
xgn	纯属
xgo	彝
xgp	统一祖国
xgq	维吾尔
xgr	统一的
xgs	统一标准
xgt	彘
xgu	纯净
xgv	緀
xgw	统一领导
xgx	统一组织
xgy	彝族
xha	纑
xhb	引出
xhc	紴
xhd	绯
xhe	引用
xhf	引进
xhg	䊼
xhh	引
xhi	缈
xhj	绰
xhk	引路
xhl	盄
xhm	緽
xhn	引导
xho	引爆
xhp	 
xhq	絸
xhr	比上年
xhs	引述
xht	引入
xhu	统战部
xhv	 
xhw	引人
xhx	引线
xhy	引言
xia	经济工作
xib	经济联系
xic	 
xid	颍
xie	绡
xif	经济增长
xig	经济形势
xih	经济上
xii	经济学
xij	经济日报
xik	经济中心
xil	经济界
xim	绱
xin	经济发展
xio	 
xip	经济实力
xiq	经济贸易
xir	经济损失
xis	经济林
xit	纱
xiu	糸
xiv	经济建设
xiw	经济合作
xix	经济结构
xiy	经济效益
xja	费工
xjb	繓
xjc	费劲
xjd	旨在
xje	费用
xjf	旨
xjg	缇
xjh	绅
xji	縨
xjj	费时
xjk	弗
xjl	缦
xjm	费
xjn	费尽
xjo	 
xjp	 
xjq	艴
xjr	 
xjs	綶
xjt	缆
xju	䭫
xjv	䭬
xjw	鴲
xjx	绲
xjy	 
xka	强项
xkb	缉
xkc	强劲
xkd	强大
xke	绢
xkf	强者
xkg	强烈
xkh	紃
xki	强渡
xkj	绳
xkk	缲
xkl	强国
xkm	縜
xkn	强悍
xko	强度
xkp	 
xkq	 
xkr	强制
xks	织机
xkt	强行
xku	强壮
xkv	强奸
xkw	织
xkx	强弱
xky	强调
xla	细菌
xlb	编辑出版
xlc	比较难
xld	比较丰富
xle	细胞
xlf	细雨
xlg	细
xlh	 
xli	细小
xlj	比较显著
xlk	比较顺利
xll	比较困难
xlm	细则
xln	缌
xlo	 
xlp	比较突出
xlq	比较多的
xlr	㢴
xls	细想
xlt	细微
xlu	编辑部
xlv	细嫩
xlw	细化
xlx	缧
xly	 
xma	经典著作
xmb	 
xmc	 
xmd	紻
xme	縎
xmf	绸
xmg	紬
xmh	㢫
xmi	 
xmj	 
xmk	絅
xml	 
xmm	缨
xmn	緺
xmo	纳米
xmp	 
xmq	㢷
xmr	纲
xms	纲要
xmt	纳入
xmu	纳闷
xmv	 
xmw	纳
xmx	统购统销
xmy	 
xna	缗
xnb	母子
xnc	比翼双飞
xnd	䋧
xne	绞尽脑汁
xnf	纪元
xng	弓
xnh	纠
xni	幻觉
xnj	幻影
xnk	䌟
xnl	 
xnm	 
xnn	纪
xno	幻灯
xnp	纪实
xnq	 
xnr	纽扣
xns	纪检
xnt	纪律
xnu	母亲
xnv	纪录
xnw	缪
xnx	纽约
xny	母语
xoa	彍
xob	继承
xoc	絋
xod	继而
xoe	 
xof	毕业考试
xog	毕业班
xoh	 
xoi	 
xoj	缠
xok	 
xol	毋庸置疑
xom	毕业典礼
xon	继
xoo	引火烧身
xop	 
xoq	繗
xor	纳米技术
xos	纳米材料
xot	纩
xou	 
xov	缕
xow	毕业分配
xox	粥
xoy	䋛
xpa	综艺
xpb	弥补了
xpc	综观
xpd	綋
xpe	 
xpf	综
xpg	绽
xph	绾
xpi	缩小
xpj	缩影
xpk	张家口
xpl	緷
xpm	 
xpn	绳之以法
xpo	 
xpp	缩写
xpq	紞
xpr	缤
xps	综述
xpt	缩短
xpu	缩减
xpv	 
xpw	缩
xpx	缤纷
xpy	缩放
xqa	纸
xqb	 
xqc	绝
xqd	绝不
xqe	繲
xqf	绝无
xqg	䋮
xqh	约占
xqi	弥
xqj	绚
xqk	绝唱
xql	幼儿园
xqm	约见
xqn	 
xqo	绚烂
xqp	弥补
xqq	弥留
xqr	绝招
xqs	绿色植物
xqt	纸币
xqu	经贸关系
xqv	绉
xqw	乡镇企业
xqx	纸张
xqy	约
xra	维护世界和平
xrb	绵阳
xrc	弧
xrd	维持原判
xre	 
xrf	红白喜事
xrg	絈
xrh	紤
xri	絑
xrj	 
xrk	 
xrl	经年累月
xrm	绵
xrn	强制性
xro	弧度
xrp	维护社会稳定
xrq	䌆
xrr	强制执行
xrs	 
xrt	绵延
xru	绵羊
xrv	强手如林
xrw	强迫命令
xrx	缴纳
xry	缴
xsa	 
xsb	 
xsc	纵横驰骋
xsd	㯋
xse	 
xsf	缥
xsg	絤
xsh	糽
xsi	 
xsj	 
xsk	彁
xsl	 
xsm	 
xsn	结构性
xso	统配煤矿总公司
xsp	 
xsq	纸醉金迷
xsr	缴械投降
xss	红楼梦
xst	 
xsu	维权意识
xsv	䌁
xsw	张榜公布
xsx	 
xsy	䊾
xta	张
xtb	绣
xtc	疑难
xtd	疑
xte	乡
xtf	纤
xtg	绗
xth	绺
xti	纯利润
xtj	比利时
xtk	络
xtl	张罗
xtm	张贴
xtn	匕
xto	䋺
xtp	贯彻实施
xtq	乡镇
xtr	贯彻执行
xts	绦
xtt	终身
xtu	终
xtv	緌
xtw	飨
xtx	纤维
xty	张望
xua	弹药
xub	縌
xuc	 
xud	绻
xue	弹力
xuf	弱者
xug	绊
xuh	弱点
xui	弱小
xuj	繶
xuk	綐
xul	弹
xum	㢼
xun	弹性
xuo	 
xup	弱视
xuq	絘
xur	 
xus	緧
xut	弹簧
xuu	弹头
xuv	缣
xuw	缢
xux	弱
xuy	终端设备
xva	绿茵
xvb	 
xvc	 
xvd	 
xve	绿肥
xvf	绿地
xvg	绿豆
xvh	绿卡
xvi	绿
xvj	缫
xvk	绍
xvl	缁
xvm	 
xvn	䊵
xvo	绿灯
xvp	弹丸之地
xvq	绿色
xvr	 
xvs	绿树
xvt	糿
xvu	 
xvv	 
xvw	绿化
xvx	 
xvy	纫
xwa	 
xwb	给出
xwc	给予
xwd	缎
xwe	维修服务
xwf	绘
xwg	给
xwh	引人瞩目
xwi	引人注目
xwj	纪念日
xwk	纷呈
xwl	绘图
xwm	红领巾
xwn	缑
xwo	综合业务
xwp	给定
xwq	纪念馆
xwr	维护
xws	纵横
xwt	综合利用
xwu	综合症
xwv	纷
xww	纵
xwx	纶
xwy	维
xxa	畿
xxb	纨绔子弟
xxc	继续通过
xxd	络绎不绝
xxe	继续加强
xxf	毕
xxg	丝
xxh	组织上
xxi	继续深化
xxj	绋
xxk	纺织品
xxl	比较
xxm	缘由
xxn	比
xxo	毕业
xxp	比赛
xxq	纺织印染
xxr	皆
xxs	组织机构
xxt	比重
xxu	毕竟
xxv	比如
xxw	比例
xxx	幺
xxy	丝毫
xya	编著
xyb	编队
xyc	统
xyd	＜
xye	袰
xyf	编者
xyg	统一
xyh	统战
xyi	统治
xyj	统帅
xyk	缟
xyl	编辑
xym	统购
xyn	编
xyo	统计数字
xyp	编写
xyq	编印
xyr	缡
xys	统配
xyt	纺
xyu	缔
xyv	 
xyw	绞
xyx	弦
xyy	纹
yaa	试
yab	施工队
yac	试验
yad	诺
yae	试用
yaf	谋
yag	讧
yah	讶
yai	文艺演出
yaj	谟
yak	谨
yal	试图
yam	计划内
yan	谍
yao	 
yap	文艺家
yaq	谮
yar	讴
yas	讴歌
yat	计划生育
yau	施工单位
yav	讳莫如深
yaw	诬
yax	计划经济
yay	谎
yba	 
ybb	谁也阻挡不了
ybc	诹
ybd	望子成龙
ybe	讔
ybf	斈
ybg	誀
ybh	邡
ybi	谁也没有想到
ybj	 
ybk	㓙
ybl	 
ybm	诎
ybn	訑
ybo	 
ybp	 
ybq	 
ybr	 
ybs	 
ybt	䚮
ybu	 
ybv	 
ybw	为了什么
ybx	 
yby	市盈率
yca	弃
ycb	充盈
ycc	主观能动性
ycd	译码
yce	育
ycf	交通运输
ycg	译
ych	育龄
yci	充满
ycj	充电
yck	诒
ycl	试验田
ycm	交通岗
ycn	谲
yco	高难度
ycp	充实
ycq	充
ycr	充斥
ycs	译本
yct	诶
ycu	交通部
ycv	 
ycw	充分
ycx	交通线
ycy	译文
yda	衣不蔽体
ydb	ā
ydc	夜不能寐
ydd	享有盛誉
yde	詴
ydf	望而却步
ydg	诂
ydh	谈不上
ydi	诔
ydj	高压电
ydk	变压器
ydl	 
ydm	斋
ydn	诚
ydo	诙
ydp	诚实
ydq	毫不犹豫
ydr	诚挚
yds	就不可能
ydt	放在第一位
ydu	放在首位
ydv	诚恳
ydw	遍布全国
ydx	高压线
ydy	诙谐
yea	试用期
yeb	 
yec	 
yed	施加压力
yee	彣
yef	主办者
yeg	诅
yeh	謏
yei	衣裳
yej	施加影响
yek	诅咒
yel	 
yem	裔
yen	 
yeo	 
yep	主力军
yeq	誽
yer	谣
yes	 
yet	䚲
yeu	衣
yev	 
yew	谀
yex	謑
yey	谣言
yfa	计划
yfb	讲了
yfc	讲台
yfd	讨厌
yfe	主动脉
yff	诗
yfg	市场环境
yfh	计
yfi	认真学习
yfj	讲
yfk	诘
yfl	计较
yfm	谳
yfn	读
yfo	讲座
yfp	读写
yfq	诸多
yfr	记者招待会
yfs	讲述
yft	诸
yfu	市场竞争
yfv	诸如
yfw	诗人
yfx	市场经济
yfy	讨
yga	这一切
ygb	评出
ygc	主观
ygd	主
yge	请
ygf	主动
ygg	请求
ygh	证
ygi	主流
ygj	㪯
ygk	语
ygl	谏
ygm	请帖
ygn	证书
ygo	主席
ygp	评审
ygq	语句
ygr	主持
ygs	主要
ygt	主管
ygu	评
ygv	市政建设
ygw	主任
ygx	主张
ygy	语言
yha	谑
yhb	这辈子
yhc	詖
yhd	诽
yhe	 
yhf	高瞻远瞩
yhg	让
yhh	让步
yhi	 
yhj	放虎归山
yhk	让路
yhl	弃旧图新
yhm	盲目崇拜
yhn	盲目性
yho	让座
yhp	䜜
yhq	谈虎色变
yhr	这些年
yhs	 
yht	让利
yhu	卞
yhv	盲目建设
yhw	让位
yhx	让给
yhy	讣
yia	文学艺术
yib	商学院
yic	高举邓小平理论伟大旗帜
yid	就没有
yie	诮
yif	高兴地
yig	高水平
yih	交汇点
yii	氷
yij	旅游景点
yik	交流中心
yil	文学界
yim	 
yin	旅游局
yio	旅游业
yip	谠
yiq	 
yir	高尚的
yis	讲清楚
yit	充满生机
yiu	旅游资源
yiv	 
yiw	充满信心
yix	交流经验
yiy	䚱
yja	计时工资
yjb	说明了
yjc	 
yjd	文明古国
yje	斔
yjf	斉
yjg	这是一次
yjh	刘
yji	课堂
yjj	齐
yjk	交易中心
yjl	谩
yjm	 
yjn	说明书
yjo	 
yjp	交易额
yjq	谒
yjr	这里的
yjs	课
yjt	课程
yju	蚉
yjv	 
yjw	齐全
yjx	文明经商
yjy	交易市场
yka	误区
ykb	郭
ykc	就能
ykd	高达
yke	哀
ykf	吝
ykg	误
ykh	训
yki	京
ykj	就是
ykk	襄
ykl	哀思
ykm	高
ykn	高层
yko	高度
ykp	亮
ykq	误解
ykr	高手
yks	就要
ykt	熟悉
yku	高产
ykv	衰退
ykw	识
ykx	高级
yky	高效
yla	市辖区
ylb	设置障碍
ylc	畆
yld	 
yle	谓
ylf	亩
ylg	訵
ylh	䛅
yli	褱
ylj	 
ylk	颤
yll	讄
ylm	 
yln	諰
ylo	 
ylp	謰
ylq	为国争光
ylr	颤抖
yls	 
ylt	交界处
ylu	亩产
ylv	謱
ylw	谡
ylx	 
yly	帝国主义
yma	调节
ymb	调出
ymc	 
ymd	调研
yme	调用
ymf	调
ymg	䛆
ymh	讪
ymi	 
ymj	市内电话
ymk	调味
yml	调回
ymm	市内
ymn	市民
ymo	调度
ymp	市容
ymq	调解
ymr	调控
yms	调查
ymt	市委
ymu	市立
ymv	 
ymw	讷
ymx	 
ymy	调试
yna	刻苦
ynb	㐎
ync	高性能
ynd	戾
yne	户
ynf	讯
yng	诩
ynh	盲
yni	永
ynj	永昌
ynk	启
ynl	妄图
ynm	遍
ynn	记
yno	永康
ynp	诀窍
ynq	永久
ynr	衷心的感谢
yns	记述
ynt	刻
ynu	忞
ynv	亡
ynw	雇
ynx	词组
yny	房
yoa	弈
yob	孪
yoc	变
yod	奕
yoe	恋爱
yof	变动
yog	谈到
yoh	䛸
yoi	高精尖
yoj	蛮
yok	计数器
yol	主席团
yom	峦
yon	恋
yoo	谈
yop	迹
yoq	銮
yor	挛
yos	栾
yot	变得
you	亦
yov	娈
yow	变化
yox	弯
yoy	詸
ypa	 
ypb	谱写了
ypc	主客观
ypd	说实在的
ype	谊
ypf	熟视无睹
ypg	这一
yph	这些
ypi	这
ypj	这是
ypk	读写器
ypl	诨
ypm	 
ypn	议定书
ypo	这类
ypp	衣衫褴褛
ypq	这儿
ypr	 
yps	这样
ypt	诧
ypu	这次
ypv	 
ypw	这个
ypx	詑
ypy	说实话
yqa	诋
yqb	䛄
yqc	 
yqd	诡
yqe	谄
yqf	肩负起
yqg	方针政策
yqh	 
yqi	课外活动
yqj	询
yqk	谗
yql	 
yqm	讂
yqn	永久性
yqo	諊
yqp	言外之意
yqq	袲
yqr	肩负的
yqs	 
yqt	诳
yqu	询问
yqv	诌
yqw	许多人
yqx	调解纠纷
yqy	这句话
yra	离散
yrb	离
yrc	䛀
yrd	离奇
yre	 
yrf	义卖
yrg	诟
yrh	
yri	义
yrj	高质量
yrk	离别
yrl	譕
yrm	旆
yrn	离心
yro	主持座谈会
yrp	离家
yrq	调制解调器
yrr	诚挚的
yrs	高技术
yrt	义务
yru	交换意见
yrv	亵
yrw	主持人
yrx	高年级
yry	诉
ysa	主要功能
ysb	论述了
ysc	主要矛盾
ysd	主要原因
yse	主要力量
ysf	高枕无忧
ysg	主要表现
ysh	订
ysi	商标注册
ysj	谭
ysk	诃
ysl	主要因素
ysm	主要内容
ysn	为核心的
yso	主要精力
ysp	 
ysq	主要负责人
ysr	这样的
yss	主要标志
yst	主要特点
ysu	订单
ysv	订婚
ysw	这样做
ysx	调查结果
ysy	许可证
yta	旗
ytb	施
ytc	诈骗
ytd	话
yte	旅
ytf	许
ytg	放开
yth	诞
yti	旅游
ytj	话题
ytk	计算中心
ytl	旋转
ytm	谢
ytn	旋
yto	畜牧业
ytp	旅客
ytq	许多
ytr	高科技
yts	计算机
ytt	族
ytu	主管部门
ytv	诿
ytw	为人
ytx	诲
yty	放
yua	访问期间
yub	谦逊
yuc	旁观
yud	商厦
yue	谫
yuf	商场
yug	详
yuh	商战
yui	说法
yuj	谙
yuk	说
yul	商界
yum	商
yun	详尽
yuo	谱
yup	帝
yuq	谘
yur	高新技术
yus	商标
yut	谚
yuu	齐头并进
yuv	谦
yuw	谥
yux	详细
yuy	说话
yva	良药
yvb	 
yvc	朗
yvd	记录在案
yve	良
yvf	诚恳地
yvg	良好形象
yvh	诸如此类
yvi	文娱活动
yvj	良师
yvk	诏
yvl	良田
yvm	 
yvn	訅
yvo	 
yvp	誛
yvq	良久
yvr	良好的
yvs	良机
yvt	良种
yvu	 
yvv	良好
yvw	离退休
yvx	 
yvy	朗诵
ywa	交警
ywb	亢
ywc	设
ywd	颃
ywe	诊
ywf	认真
ywg	谕
ywh	充分肯定
ywi	交流
ywj	效果
ywk	褒
ywl	设置
ywm	认同
ywn	讥
ywo	诊断
ywp	认定
ywq	交锋
ywr	交
yws	设想
ywt	夜
ywu	六
ywv	文化建设
yww	卒
ywx	论
ywy	认
yxa	高级工程师
yxb	高级职称
yxc	 
yxd	训练有素
yxe	詏
yxf	高级干部
yxg	譝
yxh	訠
yxi	率
yxj	诣
yxk	高级中学
yxl	畜
yxm	 
yxn	䚰
yxo	高强度
yxp	高级官员
yxq	 
yxr	详细报道
yxs	 
yxt	雍
yxu	玄
yxv	高级建筑师
yxw	率领
yxx	谐
yxy	孶
yya	方式
yyb	设计院
yyc	方能
yyd	方面
yye	文采
yyf	文献
yyg	文
yyh	文具
yyi	方法
yyj	文明
yyk	谅
yyl	丶
yym	文山
yyn	该
yyo	文库
yyp	方案
yyq	方针
yyr	议
yys	文档
yyt	访
yyu	谤
yyv	文娱
yyw	谇
yyx	议论纷纷
yyy	言
